city,country,temp,temp_max,temp_min,humidity,pressure,sky,sunrise,sunset,wind,wind_deg,dt,cloudiness
Arrondissement de Pontivy,FR,7.15,8.57,6.73,93,1036,Clear,08:56 AM,05:19 PM,4.93,,11:09 PM,0
Ploemeur,FR,7.41,8.79,7.05,88,1035,Clouds,08:56 AM,05:22 PM,6.17,,11:09 PM,40
Pertuis,FR,0.39,11.36,-1.01,66,1028,Clear,08:05 AM,05:01 PM,3.32,,11:09 PM,0
Palaiseau,FR,6.11,8.12,3.62,91,1037,Clear,08:38 AM,04:55 PM,0.89,,11:09 PM,0
Outreau,FR,9.66,10.52,5.6,80,1039,Clouds,08:49 AM,04:48 PM,2.9,,11:09 PM,40
Oullins,FR,3.67,4.27,3.14,95,1033,Clouds,08:15 AM,04:57 PM,1.03,,11:08 PM,90
Cherbourg-en-Cotentin,FR,10.84,10.84,9.49,76,1038,Clouds,08:57 AM,05:06 PM,3.6,,11:05 PM,90
Octeville,FR,10.27,10.27,8.92,76,1038,Clouds,08:57 AM,05:06 PM,3.6,,11:09 PM,90
Noyon,FR,5.23,6.01,4.22,91,1038,Clear,08:38 AM,04:48 PM,2.78,,11:09 PM,0
Noyon,FR,5.23,6.01,4.22,91,1038,Clear,08:38 AM,04:48 PM,2.78,,11:09 PM,0
Arrondissement de Niort,FR,5.36,5.55,3.43,86,1032,Clear,08:38 AM,05:15 PM,2.68,,11:09 PM,0
Arrondissement de Morlaix,FR,7.03,8.03,6.09,87,1035,Clouds,09:02 AM,05:20 PM,6.17,,11:09 PM,90
Montivilliers,FR,10.08,10.43,6.94,76,1039,Clouds,08:50 AM,04:59 PM,2.57,,11:09 PM,90
Montigny-lès-Metz,FR,4.14,9.21,1.62,92,1037,Clouds,08:24 AM,04:38 PM,2.57,,11:09 PM,75
Arrondissement de Millau,FR,0.07,1.33,0.07,80,1030,Clear,08:17 AM,05:10 PM,1.59,,11:09 PM,0
Meyzieu,FR,3.6,4.71,3.05,93,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:05 PM,90
Meylan,FR,2.99,5.72,1.15,97,1033,Clouds,08:09 AM,04:55 PM,1.23,,11:06 PM,54
Arrondissement de Mayenne,FR,8.69,8.69,8.69,91,1037,Clear,08:48 AM,05:08 PM,3.76,,11:09 PM,0
Mauguio,FR,5.09,5.51,1.05,75,1029,Clear,08:11 AM,05:08 PM,5.66,,11:06 PM,0
Lucé,FR,5.81,7.11,3.15,85,1037,Clear,08:40 AM,04:59 PM,1.79,,11:09 PM,0
Louviers,FR,7.27,9.14,5.45,87,1038,Clear,08:44 AM,04:57 PM,3.09,,11:05 PM,0
Lingolsheim,FR,2.03,5.56,0.17,100,1037,Mist,08:15 AM,04:34 PM,2.06,,11:09 PM,9
Les Herbiers,FR,6.91,7.44,6.7,86,1033,Clear,08:43 AM,05:16 PM,7.05,,11:06 PM,0
Le Puy-en-Velay,FR,0.45,0.45,0.45,97,1034,Clouds,08:16 AM,05:03 PM,0.97,,11:09 PM,79
Le Pontet,FR,5.15,5.7,1.9,74,1029,Clear,08:09 AM,05:03 PM,4.63,,11:09 PM,0
Le Bouscat,FR,3.45,3.95,3.06,93,1030,Clear,08:34 AM,05:22 PM,2.57,,11:06 PM,0
Lattes,FR,5.28,5.55,1.08,74,1028,Clear,08:11 AM,05:08 PM,0.89,,11:09 PM,0
Lanester,FR,7.58,8.9,7.16,88,1035,Clouds,08:56 AM,05:21 PM,1.34,,11:09 PM,40
La Crau,FR,7.13,12.46,1.22,83,1028,Clear,08:01 AM,05:01 PM,2.06,,11:09 PM,0
La Chapelle-sur-Erdre,FR,7.36,7.92,6.46,85,1034,Clear,08:47 AM,05:16 PM,1.34,,11:09 PM,0
Hautmont,FR,3.46,5.37,2.44,54,1039,Clear,08:38 AM,04:41 PM,2.6,,11:07 PM,0
Fleury-les-Aubrais,FR,4.75,6.38,3.81,91,1035,Clear,08:36 AM,05:00 PM,1.79,,11:09 PM,0
Firminy,FR,1.29,2.01,1.09,100,1033,Clouds,08:16 AM,05:00 PM,1.03,,11:09 PM,90
Arrondissement de Dole,FR,2.05,3.61,-0.71,81,1033,Clear,08:18 AM,04:49 PM,1.54,,11:09 PM,0
Cran-Gevrier,FR,1.75,4.06,0.18,87,1033,Clouds,08:11 AM,04:51 PM,3.6,,11:09 PM,90
Coulommiers,FR,5.55,8.19,4.1,92,1037,Clear,08:35 AM,04:51 PM,3.38,,11:09 PM,0
Couëron,FR,7.39,7.97,6.51,84,1034,Clear,08:47 AM,05:17 PM,5.14,,11:09 PM,0
Coudekerque-Branche,FR,8.22,10.56,4.73,76,1039,Clouds,08:48 AM,04:44 PM,0.45,,11:09 PM,20
Châtellerault,FR,4.43,5.4,3.64,46,1034,Clear,08:37 AM,05:10 PM,5.86,,11:08 PM,0
Cesson-Sévigné,FR,8.6,9.98,6.61,71,1036,Clouds,08:50 AM,05:13 PM,5.14,,11:09 PM,90
Cavaillon,FR,4.67,4.97,1.55,70,1029,Clear,08:07 AM,05:03 PM,4.63,,11:09 PM,0
Carvin,FR,5.42,8.16,3.17,85,1039,Fog,08:43 AM,04:44 PM,1.54,,11:05 PM,40
Carquefou,FR,7.51,8.04,6.58,85,1034,Clear,08:47 AM,05:16 PM,1.34,,11:05 PM,0
Canteleu,FR,7.3,9.83,5.11,83,1037,Clear,08:46 AM,04:57 PM,0.89,,11:09 PM,0
Bruay-la-Buissière,FR,5.88,10.19,3.51,96,1040,Clear,08:44 AM,04:46 PM,2.12,,11:09 PM,1
Bourg-lès-Valence,FR,4.51,5.11,2.05,86,1033,Clouds,08:12 AM,04:59 PM,2.92,,11:09 PM,24
Pantine,FR,9.02,9.9,4.81,64,1034,Clear,07:46 AM,04:49 PM,0.89,,11:09 PM,3
Languedoc-Roussillon Region,FR,-0.18,4.07,-0.4,81,1029,Clear,08:14 AM,05:11 PM,1.62,,11:09 PM,0
Arrondissement de Marseille,FR,2.06,10.47,-1.9,59,1028,Clear,08:04 AM,05:03 PM,2.62,,11:05 PM,0
Arrondissement de Bayonne,FR,5.13,7.85,1.53,93,1028,Clear,08:31 AM,05:30 PM,2.06,,11:05 PM,5
Arrondissement de Digne-les-Bains,FR,0.46,6.62,0.46,65,1030,Clear,08:03 AM,04:57 PM,2.35,,11:05 PM,0
Arrondissement de Mont-de-Marsan,FR,3.91,8.02,1.71,100,1029,Fog,08:31 AM,05:25 PM,1.03,,11:09 PM,4
Centre-Val de Loire,FR,4.53,5.61,3.91,89,1035,Clear,08:34 AM,05:02 PM,3.83,,11:09 PM,0
Cher,FR,3.19,5.09,0.6,92,1035,Clear,08:29 AM,05:01 PM,4.63,,11:09 PM,0
Arrondissement de Bourges,FR,3.52,4.77,0.91,89,1035,Clear,08:31 AM,05:00 PM,4.49,,11:06 PM,0
Arrondissement de Laon,FR,5.14,6.49,5.14,92,1038,Clear,08:36 AM,04:45 PM,2.47,,11:09 PM,0
Audignicourt,FR,4.94,5.97,3.86,91,1038,Clear,08:37 AM,04:48 PM,2.64,,11:09 PM,0
Béthencourt-sur-Mer,FR,5.28,9.39,4.12,86,1039,Clouds,08:47 AM,04:52 PM,2.78,,11:09 PM,31
Andrézieux-Bouthéon,FR,2.14,2.82,1.9,100,1033,Clouds,08:17 AM,05:00 PM,1.03,,11:09 PM,90
Saint-Sandoux,FR,0.24,0.24,0.24,93,1034,Clouds,08:22 AM,05:04 PM,1.54,,11:09 PM,90
Ambacourt,FR,3.29,4.44,-1.95,93,1036,Clear,08:20 AM,04:41 PM,4.12,,11:09 PM,0
Arrondissement de Romorantin-Lanthenay,FR,4.13,5.5,3.81,93,1035,Clear,08:34 AM,05:02 PM,1.54,,11:09 PM,0
Kerfeunteun,FR,7.25,7.49,6.97,93,1035,Clouds,09:00 AM,05:23 PM,4.12,,11:09 PM,90
Arrondissement de Dax,FR,4.88,8.13,1.81,96,1029,Clear,08:32 AM,05:28 PM,0,,11:09 PM,8
Deux-Sèvres,FR,4.79,4.85,2.89,86,1033,Clear,08:38 AM,05:14 PM,8.11,,11:09 PM,0
Arrondissement de Niort,FR,5.36,5.55,3.43,86,1032,Clear,08:38 AM,05:15 PM,2.68,,11:09 PM,0
Hautes-Alpes,FR,-8.62,-5.36,-8.7,65,1033,Clear,08:05 AM,04:54 PM,1.96,,11:09 PM,1
Le Fango,FR,9.99,10.88,5.79,64,1034,Clear,07:46 AM,04:49 PM,0.89,,11:09 PM,0
Arrondissement de Dinan,FR,8.57,9.56,6.19,94,1037,Clear,08:54 AM,05:14 PM,3.35,,11:09 PM,0
Arrondissement de La Rochelle,FR,5.9,7.51,5.5,87,1032,Clear,08:40 AM,05:18 PM,8.23,,11:09 PM,0
Arrondissement de Strasbourg,FR,1.48,3.07,0.14,100,1037,Mist,08:15 AM,04:33 PM,2.06,,11:05 PM,11
Arrondissement de Nanterre,FR,6.53,8.34,3.84,88,1037,Clear,08:39 AM,04:54 PM,3.09,,11:07 PM,0
Arrondissement de Créteil,FR,6.41,8.43,3.94,91,1037,Clear,08:37 AM,04:54 PM,3.09,,11:09 PM,0
Arrondissement de Saint-Denis,FR,6.48,8.41,3.92,90,1035,Clear,08:38 AM,04:54 PM,0.45,,11:09 PM,0
Juan-les-Pins,FR,8.61,12.35,5.01,74,1029,Clear,07:58 AM,04:55 PM,2.57,,11:09 PM,0
Arrondissement de Tarbes,FR,2.54,6.81,2.06,100,1028,Clear,08:25 AM,05:24 PM,2.06,,11:09 PM,0
Arrondissement de Perpignan,FR,2.38,7.78,1.36,93,1029,Clear,08:13 AM,05:16 PM,1.03,,11:05 PM,0
Arrondissement de Caen,FR,10.1,10.25,9.6,71,1038,Clouds,08:50 AM,05:04 PM,3.6,,11:09 PM,90
Brie-Comte-Robert,FR,5.9,7.63,4.07,95,1037,Clear,08:36 AM,04:54 PM,2.57,,11:09 PM,0
Arrondissement du Mans,FR,7.97,8.02,5.78,81,1036,Clear,08:43 AM,05:06 PM,3.6,,11:09 PM,0
Loos,FR,5.45,8.73,3.18,85,1038,Fog,08:43 AM,04:43 PM,1.54,,11:09 PM,40
Aubière,FR,1.61,1.61,0.58,93,1034,Clouds,08:22 AM,05:03 PM,1.54,,11:09 PM,90
Viale,FR,1.7,4.21,0.36,88,1030,Clear,08:29 AM,05:12 PM,2.9,,11:09 PM,0
Arrondissement de Fontainebleau,FR,5.5,8.14,3.64,91,1037,Clear,08:35 AM,04:54 PM,3.37,,11:05 PM,0
Montreuil,FR,6.17,8.18,3.69,93,1037,Clear,08:37 AM,04:53 PM,0.45,,11:09 PM,0
Chamalières,FR,1.39,1.4,-0.41,93,1034,Clouds,08:22 AM,05:04 PM,1.54,,11:09 PM,90
Arrondissement de Nevers,FR,-0.16,4.33,-0.16,1,1034,Clear,08:26 AM,04:58 PM,1.45,,11:09 PM,1
Arrondissement de Rambouillet,FR,5.62,7.57,3.08,89,1037,Clear,08:38 AM,04:57 PM,3.49,,11:09 PM,0
La Seyne-sur-Mer,FR,9.3,12.71,1.47,61,1028,Clear,08:01 AM,05:02 PM,1.79,,11:09 PM,0
Mondeville,FR,10.38,10.53,9.88,71,1038,Clouds,08:50 AM,05:03 PM,3.6,,11:09 PM,90
Arrondissement de Châteaudun,FR,5.01,6.49,3.82,91,1036,Clear,08:39 AM,05:01 PM,4.54,,11:09 PM,0
Arrondissement de Saverne,FR,3.87,6.01,-0.79,94,1038,Clear,08:18 AM,04:34 PM,2.25,,11:09 PM,6
Guérande,FR,6.68,8.68,6.37,87,1034,Clear,08:50 AM,05:19 PM,7.61,,11:09 PM,0
Montpeloux,FR,-1.81,-1.17,-2.28,97,1034,Clouds,08:18 AM,05:01 PM,0.73,,11:09 PM,16
Bruges,FR,3.4,3.9,3.01,93,1030,Clear,08:34 AM,05:22 PM,2.57,,11:05 PM,0
Lacanau,FR,3.18,3.92,3.03,82,1030,Clear,08:36 AM,05:23 PM,3.66,,11:06 PM,3
Gavray,FR,9.79,10.31,9.14,92,1037,Clear,08:53 AM,05:08 PM,2.57,,11:09 PM,0
Baron-sur-Odon,FR,9.93,10.06,9.42,71,1038,Clouds,08:50 AM,05:04 PM,3.6,,11:09 PM,90
Biguglia,FR,8.48,10.9,5.81,72,1030,Clear,07:46 AM,04:49 PM,1.34,,11:09 PM,0
Vico,FR,6.38,6.42,6.38,67,1028,Clear,07:47 AM,04:53 PM,1.91,,11:09 PM,2
Crépy-en-Valois,FR,5.28,6.98,3.95,92,1038,Clear,08:37 AM,04:50 PM,2.67,,11:09 PM,0
Châteauneuf-les-Martigues,FR,1.9,12.51,0.14,93,1028,Clear,08:05 AM,05:04 PM,2.06,,11:06 PM,0
Sommesous,FR,4.05,4.82,2.66,93,1037,Clear,08:30 AM,04:47 PM,5.14,,11:04 PM,0
Wasquehal,FR,5.31,8.21,3.21,85,1038,Fog,08:43 AM,04:42 PM,1.54,,11:08 PM,40
Voiron,FR,3.18,5.71,1.14,87,1032,Clouds,08:11 AM,04:55 PM,1.34,,11:07 PM,89
Voiron,FR,3.18,5.71,1.14,87,1032,Clouds,08:11 AM,04:55 PM,1.34,,11:07 PM,89
Vitry-sur-Seine,FR,6.5,8.43,3.94,91,1037,Clear,08:37 AM,04:54 PM,3.09,,11:08 PM,0
Vitrolles,FR,1.17,11.93,-0.44,90,1028,Clear,08:05 AM,05:03 PM,2.06,,11:05 PM,0
Vitrolles,FR,1.17,11.93,-0.44,90,1028,Clear,08:05 AM,05:03 PM,2.06,,11:05 PM,0
Viroflay,FR,6.07,7.95,3.46,90,1037,Clear,08:38 AM,04:55 PM,3.09,,11:09 PM,0
Arrondissement de Nogent-sur-Marne,FR,6.09,8.14,3.64,92,1037,Clear,08:37 AM,04:53 PM,0.45,,11:09 PM,0
Vincennes,FR,6.35,8.29,3.8,91,1038,Clear,08:37 AM,04:54 PM,0.45,,11:05 PM,0
Villiers-sur-Marne,FR,5.93,8.04,3.55,92,1038,Clear,08:37 AM,04:53 PM,1.54,,11:09 PM,0
Villiers-le-Bel,FR,6.16,8.14,3.65,93,1034,Clear,08:38 AM,04:53 PM,1.54,,11:09 PM,0
Villers-lès-Nancy,FR,3.13,4.5,1.16,85,1037,Clear,08:22 AM,04:39 PM,4.12,,11:09 PM,0
Villers-lès-Nancy,FR,3.16,4.5,1.16,85,1037,Clear,08:22 AM,04:39 PM,4.12,,11:06 PM,0
Arrondissement du Raincy,FR,6.09,8.17,3.68,91,1038,Clear,08:37 AM,04:53 PM,0.45,,11:09 PM,0
Villepinte,FR,6.17,8.28,3.79,93,1038,Clear,08:38 AM,04:53 PM,3.6,,11:09 PM,0
Villeneuve-la-Garenne,FR,6.55,8.49,3.99,91,1035,Clear,08:38 AM,04:54 PM,0.45,,11:09 PM,0
Villemomble,FR,6.16,8.22,3.73,91,1038,Clear,08:37 AM,04:53 PM,0.45,,11:09 PM,0
Villejuif,FR,6.13,8.04,3.55,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:09 PM,0
Arrondissement de Villefranche-sur-Saône,FR,2.63,3.63,-1.81,93,1034,Clouds,08:18 AM,04:57 PM,1.48,,11:08 PM,57
Villefontaine,FR,3.13,4.15,2.49,93,1033,Clouds,08:13 AM,04:56 PM,1.03,,11:09 PM,90
Villefontaine,FR,3.13,4.15,2.49,93,1033,Clouds,08:13 AM,04:56 PM,1.03,,11:09 PM,90
Vigneux-sur-Seine,FR,6.36,8.45,3.96,92,1037,Clear,08:37 AM,04:54 PM,3.09,,11:09 PM,0
Arrondissement de Vierzon,FR,4.14,5.33,3.75,88,1035,Clear,08:32 AM,05:02 PM,3.99,,11:09 PM,0
Vertou,FR,7.61,7.99,6.53,81,1034,Clear,08:46 AM,05:16 PM,5.14,,11:05 PM,0
Vertou,FR,7.61,7.99,6.53,81,1034,Clear,08:46 AM,05:16 PM,5.14,,11:05 PM,0
Vernon,FR,6.64,9.08,5.39,87,1038,Clear,08:42 AM,04:56 PM,1.54,,11:09 PM,0
Verneuil-sur-Seine,FR,6.38,8.28,3.79,93,1038,Mist,08:40 AM,04:55 PM,0.45,,11:09 PM,0
Vénissieux,FR,3.66,4.78,2.4,93,1033,Clouds,08:15 AM,04:57 PM,1.03,,11:09 PM,90
Vélizy-Villacoublay,FR,5.69,7.54,3.05,91,1037,Clear,08:38 AM,04:55 PM,3.09,,11:07 PM,0
Vauréal,FR,6.43,8.41,3.92,94,1038,Mist,08:40 AM,04:54 PM,2.57,,11:09 PM,0
Vaulx-en-Velin,FR,3.78,4.9,2.53,93,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:09 PM,90
Vaulx-en-Velin,FR,3.78,4.9,2.53,93,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:09 PM,90
Vanves,FR,6.44,8.27,3.78,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:09 PM,0
Arrondissement de Vannes,FR,7.12,8.49,6.33,93,1035,Clear,08:53 AM,05:18 PM,4.91,,11:09 PM,0
Vandœuvre-lès-Nancy,FR,3.19,4.56,1.23,85,1037,Clear,08:22 AM,04:39 PM,4.12,,11:09 PM,0
Vandœuvre-lès-Nancy,FR,3.19,4.56,1.23,85,1037,Clear,08:22 AM,04:39 PM,4.12,,11:09 PM,0
Arrondissement de Valenciennes,FR,4.3,6.07,3.14,98,1039,Clear,08:40 AM,04:43 PM,2.58,,11:09 PM,0
Arrondissement de Valence,FR,4.29,4.89,1.83,86,1033,Clouds,08:12 AM,04:59 PM,3.09,,11:09 PM,12
Arrondissement de Tulle,FR,-0.01,-0.01,-0.14,71,1030,Clear,08:26 AM,05:10 PM,1.93,,11:05 PM,0
Tremblay-en-France,FR,6.12,8.26,3.77,92,1038,Clear,08:37 AM,04:53 PM,3.6,,11:09 PM,0
Trappes,FR,5.73,7.6,3.1,90,1037,Clear,08:39 AM,04:56 PM,2.06,,11:09 PM,0
Arrondissement de Tours,FR,5.95,7.71,4.68,87,1035,Clear,08:38 AM,05:07 PM,4.63,,11:05 PM,0
Tournefeuille,FR,3.61,11.41,2.77,93,1029,Mist,08:21 AM,05:18 PM,1.03,,11:09 PM,0
Tournefeuille,FR,3.61,11.41,2.77,93,1029,Mist,08:21 AM,05:18 PM,1.03,,11:09 PM,0
Arrondissement de Torcy,FR,6,8.12,4.03,96,1037,Clear,08:37 AM,04:53 PM,3.05,,11:09 PM,0
Thiais,FR,6.32,8.3,3.81,91,1037,Clear,08:37 AM,04:54 PM,3.09,,11:09 PM,0
Tergnier,FR,5.38,5.42,5.38,91,1038,Clear,08:38 AM,04:46 PM,2.97,,11:09 PM,0
Tergnier,FR,5.38,5.42,5.38,91,1038,Clear,08:38 AM,04:46 PM,2.97,,11:09 PM,0
Tassin-la-Demi-Lune,FR,3.53,4.66,2.3,95,1033,Clouds,08:15 AM,04:57 PM,1.03,,11:09 PM,90
Suresnes,FR,6.58,8.47,3.97,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:09 PM,0
Sucy-en-Brie,FR,5.9,8.04,3.55,93,1037,Clear,08:37 AM,04:53 PM,3.09,,11:09 PM,0
Stains,FR,6.45,8.41,3.92,92,1035,Clear,08:38 AM,04:53 PM,1.54,,11:09 PM,0
Sotteville-lès-Rouen,FR,7.86,9.82,5.75,83,1037,Clear,08:45 AM,04:56 PM,0.89,,11:06 PM,0
Sorgues,FR,5.1,5.64,1.84,74,1029,Clear,08:09 AM,05:03 PM,4.63,,11:06 PM,0
Sorgues,FR,5.1,5.64,1.84,74,1029,Clear,08:09 AM,05:03 PM,4.63,,11:06 PM,0
Arrondissement de Soissons,FR,5.37,6.11,3.99,92,1038,Clear,08:36 AM,04:48 PM,2.62,,11:09 PM,0
Six-Fours-les-Plages,FR,9.49,12.47,1.23,61,1028,Clear,08:02 AM,05:02 PM,1.79,,11:07 PM,0
Six-Fours-les-Plages,FR,9.49,12.47,1.23,61,1028,Clear,08:02 AM,05:02 PM,1.79,,11:07 PM,0
Seynod,FR,1.55,4.09,0.01,87,1033,Clouds,08:11 AM,04:51 PM,3.6,,11:09 PM,90
Seynod,FR,1.55,4.09,0.01,87,1033,Clouds,08:11 AM,04:51 PM,3.6,,11:09 PM,90
Sevran,FR,6.21,8.3,3.81,92,1038,Clear,08:37 AM,04:53 PM,1.54,,11:09 PM,0
Arrondissement de Sens,FR,2.48,5.71,2.42,91,1036,Clear,08:31 AM,04:53 PM,3.36,,11:09 PM,0
Arrondissement de Sens,FR,2.48,5.71,2.42,91,1036,Clear,08:31 AM,04:53 PM,3.36,,11:09 PM,0
Arrondissement de Senlis,FR,5.39,7.54,3.58,92,1038,Clear,08:38 AM,04:51 PM,2.48,,11:09 PM,0
Arrondissement de Sélestat-Erstein,FR,0.88,2.05,-0.88,92,1037,Clear,08:15 AM,04:36 PM,2.22,,11:09 PM,5
Sélestat,FR,1.74,5.39,-0.01,93,1037,Clear,08:15 AM,04:36 PM,2.57,,11:09 PM,0
Arrondissement de Sedan,FR,5.83,5.96,3.27,93,1038,Clear,08:31 AM,04:40 PM,2.38,,11:09 PM,2
Schiltigheim,FR,1.99,5.56,0.16,100,1037,Mist,08:15 AM,04:33 PM,2.06,,11:09 PM,12
Sceaux,FR,6.27,8.14,3.65,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:06 PM,0
Savigny-le-Temple,FR,5.72,7.66,3.7,93,1037,Clear,08:36 AM,04:54 PM,2.57,,11:09 PM,0
Arrondissement de Saumur,FR,5.75,7.06,4.94,90,1035,Clear,08:42 AM,05:11 PM,4.45,,11:09 PM,0
Sartrouville,FR,6.49,8.3,3.81,91,1035,Mist,08:39 AM,04:54 PM,1.54,,11:05 PM,0
Arrondissement de Sarcelles,FR,6.31,8.28,3.79,93,1035,Clear,08:38 AM,04:53 PM,1.54,,11:09 PM,0
Sannois,FR,6.03,7.98,3.49,92,1033,Clear,08:39 AM,04:54 PM,1.54,,11:09 PM,0
Sanary-sur-Mer,FR,10.27,12.71,1.47,61,1028,Clear,08:02 AM,05:02 PM,1.79,,11:09 PM,0
Sanary-sur-Mer,FR,10.27,12.71,1.47,61,1028,Clear,08:02 AM,05:02 PM,1.79,,11:09 PM,0
Sallanches,FR,1.71,4.63,-0.02,66,1034,Clouds,08:09 AM,04:49 PM,2.95,,11:09 PM,36
Sallanches,FR,1.71,4.63,-0.02,66,1034,Clouds,08:09 AM,04:49 PM,2.95,,11:09 PM,36
Saint-Sébastien-sur-Loire,FR,7.68,8.06,6.61,84,1034,Clear,08:46 AM,05:16 PM,5.14,,11:09 PM,0
Saint-Raphaël,FR,6.89,11.04,1.31,87,1029,Clear,07:59 AM,04:57 PM,2.57,,11:09 PM,0
Arrondissement de Saint-Quentin,FR,5.05,5.09,5.05,91,1038,Clear,08:38 AM,04:45 PM,3.2,,11:09 PM,0
Arrondissement de Saint-Quentin,FR,5.05,5.09,5.05,91,1038,Clear,08:38 AM,04:45 PM,3.2,,11:09 PM,0
Saint-Priest,FR,3.59,4.69,2.31,93,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:09 PM,90
Saint-Michel-sur-Orge,FR,6.18,8.27,3.77,92,1037,Clear,08:37 AM,04:55 PM,3.09,,11:09 PM,0
Saint-Maximin-la-Sainte-Baume,FR,5.19,10.81,-1.56,66,1029,Clear,08:03 AM,05:01 PM,2.38,,11:09 PM,0
Saint-Maur-des-Fossés,FR,6.32,8.39,3.9,92,1037,Clear,08:37 AM,04:53 PM,3.09,,11:09 PM,0
Saint-Mandé,FR,6.37,8.34,3.84,90,1037,Clear,08:37 AM,04:54 PM,0.45,,11:09 PM,0
Saint-Leu-la-Forêt,FR,6.21,8.14,3.65,95,1034,Mist,08:39 AM,04:54 PM,1.54,,11:09 PM,0
Saint-Leu,FR,-0.22,3.65,-2.81,85,1034,Clear,08:20 AM,04:54 PM,4.19,,11:09 PM,0
Saint-Laurent-du-Var,FR,8.7,11.85,4.5,72,1029,Clear,07:58 AM,04:55 PM,4.63,,11:09 PM,0
Saint-Gratien,FR,6.4,8.36,3.86,92,1033,Clear,08:39 AM,04:54 PM,1.54,,11:09 PM,0
Arrondissement de Saintes,FR,4.73,5.83,3.05,85,1031,Clear,08:37 AM,05:19 PM,6.32,,11:09 PM,1
Arrondissement de Saintes,FR,4.73,5.83,3.05,85,1031,Clear,08:37 AM,05:19 PM,6.32,,11:09 PM,1
Sainte-Geneviève-des-Bois,FR,6.06,8.16,3.67,92,1037,Clear,08:37 AM,04:55 PM,3.09,,11:09 PM,0
Sainte-Foy-lès-Lyon,FR,2.92,4.04,1.68,95,1033,Clouds,08:15 AM,04:57 PM,1.03,,11:09 PM,90
Saint Egreve,FR,3.05,6.1,1.53,85,1035,Clouds,08:10 AM,04:55 PM,1.34,,11:09 PM,72
Arrondissement de Saint-Dié-des-Vosges,FR,0.39,2.25,-3.08,94,1037,Clear,08:17 AM,04:38 PM,2.07,,11:09 PM,1
Saint-Cloud,FR,6.21,8.04,3.55,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:08 PM,0
Saint-Chamond,FR,2.2,3.01,1.87,100,1033,Clouds,08:15 AM,04:59 PM,1.03,,11:09 PM,90
Saint-Chamond,FR,2.2,3.01,1.87,100,1033,Clouds,08:15 AM,04:59 PM,1.03,,11:09 PM,90
Saint-Amand-les-Eaux,FR,4.31,6.79,3.24,98,1038,Clear,08:41 AM,04:42 PM,2.47,,11:05 PM,0
Rueil-Malmaison,FR,6.41,8.28,3.79,90,1037,Clear,08:39 AM,04:54 PM,3.09,,11:09 PM,0
Royan,FR,5.24,5.99,4.15,83,1031,Clear,08:38 AM,05:20 PM,7.21,,11:09 PM,1
Rouen,FR,7.96,9.81,5.74,83,1037,Clear,08:45 AM,04:56 PM,0.89,,11:07 PM,0
Ronchin,FR,5.12,8.62,3.06,85,1038,Fog,08:43 AM,04:43 PM,1.54,,11:09 PM,40
Romans-sur-Isère,FR,4.36,4.96,1.89,86,1033,Clouds,08:12 AM,04:58 PM,2.67,,11:09 PM,27
Romainville,FR,5.95,7.93,3.44,91,1037,Clear,08:38 AM,04:53 PM,0.45,,11:09 PM,0
Roissy-en-Brie,FR,5.81,7.93,3.84,96,1037,Clear,08:36 AM,04:53 PM,3.06,,11:10 PM,0
Ris-Orangis,FR,6.06,8.2,3.71,95,1037,Clear,08:37 AM,04:54 PM,3.09,,11:10 PM,0
Rillieux-la-Pape,FR,3.02,4.13,1.77,94,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:10 PM,90
Rillieux-la-Pape,FR,3.02,4.13,1.77,94,1033,Clouds,08:15 AM,04:56 PM,1.03,,11:10 PM,90
Arrondissement de Rennes,FR,8.73,10.02,6.65,71,1036,Clouds,08:51 AM,05:13 PM,5.14,,11:09 PM,90
Puteaux,FR,6.59,8.41,3.92,91,1037,Clear,08:38 AM,04:54 PM,3.09,,11:05 PM,0
Port-de-Bouc,FR,2.51,5.43,0.37,87,1028,Clear,08:06 AM,05:04 PM,4.63,,11:10 PM,0
Port-de-Bouc,FR,2.51,5.43,0.37,87,1028,Clear,08:06 AM,05:04 PM,4.63,,11:10 PM,0
Pont-à-Mousson,FR,3.54,4.95,1.61,92,1037,Clouds,08:23 AM,04:39 PM,2.57,,11:10 PM,75
Poissy,FR,6.66,8.49,4,93,1038,Mist,08:39 AM,04:55 PM,0.45,,11:06 PM,0
Ploemeur,FR,7.41,8.79,7.05,88,1035,Clouds,08:56 AM,05:22 PM,6.17,,11:10 PM,40
Plaisir,FR,6.09,7.9,3.41,87,1037,Clear,08:39 AM,04:56 PM,2.06,,11:05 PM,0
Plaisance-du-Touch,FR,3.65,11.52,2.89,93,1029,Mist,08:21 AM,05:19 PM,1.03,,11:09 PM,0
Plaisance-du-Touch,FR,3.65,11.52,2.89,93,1029,Mist,08:21 AM,05:19 PM,1.03,,11:09 PM,0
